大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0006	國立中興大學	620605	食品暨應用生物科技學系	N 職	M 碩士	57	0	16	19 臺中市	1 一般
0006	國立中興大學	620701	水土保持學系	D 日	D 博士	37	0	6	19 臺中市	1 一般
0006	國立中興大學	620701	水土保持學系	D 日	M 碩士	58	0	29	19 臺中市	1 一般
0006	國立中興大學	620701	水土保持學系	D 日	B 學士	238	14	58	19 臺中市	1 一般
0006	國立中興大學	620701	水土保持學系	N 職	M 碩士	55	0	21	19 臺中市	1 一般
0006	國立中興大學	620802	土壤環境科學學系	D 日	D 博士	12	0	1	19 臺中市	1 一般
0006	國立中興大學	620802	土壤環境科學學系	D 日	M 碩士	33	0	10	19 臺中市	1 一般
0006	國立中興大學	620802	土壤環境科學學系	D 日	B 學士	223	16	48	19 臺中市	1 一般
0007	國立交通大學	440102	應用化學系	D 日	B 學士	198	32	45	18 新竹市	1 一般
0007	國立交通大學	440107	跨領域分子科學學位學程	D 日	M 碩士	6	0	2	18 新竹市	1 一般
0007	國立交通大學	440108	永續化學科技國際學位學程	D 日	D 博士	37	0	0	18 新竹市	1 一般
0007	國立交通大學	440301	物理學系	D 日	D 博士	13	0	2	18 新竹市	1 一般
0007	國立交通大學	440301	物理學系	D 日	M 碩士	58	10	19	18 新竹市	1 一般
0007	國立交通大學	440303	電子物理學系	D 日	D 博士	80	0	11	18 新竹市	1 一般
0007	國立交通大學	440303	電子物理學系	D 日	M 碩士	159	0	44	18 新竹市	1 一般
0007	國立交通大學	440303	電子物理學系	D 日	B 學士	236	25	59	18 新竹市	1 一般
0007	國立交通大學	520114	資訊工程學系	D 日	B 學士	788	24	187	18 新竹市	1 一般
0007	國立交通大學	521116	生醫科學與工程學位學程	D 日	D 博士	12	0	0	18 新竹市	1 一般
0007	國立交通大學	521315	照明與能源光電研究所	D 日	D 博士	8	0	3	18 新竹市	1 一般
0007	國立交通大學	521315	照明與能源光電研究所	D 日	M 碩士	85	11	19	18 新竹市	1 一般
0007	國立交通大學	529925	聲音與音樂創意科技學位學程	D 日	M 碩士	26	0	15	18 新竹市	1 一般
0007	國立交通大學	529999	工學院(不分系)	N 職	M 碩士	305	0	79	18 新竹市	1 一般
0007	國立交通大學	580101	建築(工程)學系	D 日	M 碩士	76	6	22	18 新竹市	1 一般
0007	國立交通大學	840117	運輸(與)物流管理學系	D 日	D 博士	26	0	2	18 新竹市	1 一般
0007	國立交通大學	840117	運輸(與)物流管理學系	D 日	M 碩士	153	0	49	18 新竹市	1 一般
0007	國立交通大學	840117	運輸(與)物流管理學系	D 日	B 學士	208	19	44	18 新竹市	1 一般
0007	國立交通大學	999901	通識及共同科目	D 日		0	39	0	18 新竹市	1 一般
0007	國立交通大學	999902	計算機中心	D 日		0	6	0	18 新竹市	1 一般
0007	國立交通大學	999903	軍訓教官	D 日		0	5	0	18 新竹市	1 一般
0007	國立交通大學	999999	其他(包括行政助教)	D 日		0	5	0	18 新竹市	1 一般
0008	國立中央大學	140111	學習與教學研究所	D 日	D 博士	27	0	0	03 桃園市	1 一般
0008	國立中央大學	140111	學習與教學研究所	D 日	M 碩士	25	7	6	03 桃園市	1 一般
0008	國立中央大學	140805	網路學習科技研究所	D 日	D 博士	23	0	3	03 桃園市	1 一般
0008	國立中央大學	140805	網路學習科技研究所	D 日	M 碩士	41	6	14	03 桃園市	1 一般
0008	國立中央大學	140805	網路學習科技研究所	N 職	M 碩士	34	0	0	03 桃園市	1 一般
0008	國立中央大學	210701	藝術學系	D 日	M 碩士	36	5	9	03 桃園市	1 一般
0008	國立中央大學	220201	(中)國(語)文學系	D 日	D 博士	40	0	5	03 桃園市	1 一般
0008	國立中央大學	220201	(中)國(語)文學系	D 日	M 碩士	57	0	17	03 桃園市	1 一般
0008	國立中央大學	220201	(中)國(語)文學系	D 日	B 學士	215	21	53	03 桃園市	1 一般
0008	國立中央大學	220201	(中)國(語)文學系	N 職	M 碩士	5	0	3	03 桃園市	1 一般
0008	國立中央大學	220310	英美(語)文學系	D 日	M 碩士	24	0	12	03 桃園市	1 一般
0008	國立中央大學	220310	英美(語)文學系	D 日	B 學士	230	18	55	03 桃園市	1 一般
0008	國立中央大學	220314	法國語文學系	D 日	M 碩士	23	0	3	03 桃園市	1 一般
0008	國立中央大學	220314	法國語文學系	D 日	B 學士	214	13	49	03 桃園市	1 一般
0008	國立中央大學	220901	(歷)史學系	D 日	M 碩士	51	7	12	03 桃園市	1 一般
0008	國立中央大學	220901	(歷)史學系	N 職	M 碩士	73	0	9	03 桃園市	1 一般
0008	國立中央大學	221101	哲學系	D 日	D 博士	37	0	5	03 桃園市	1 一般
0008	國立中央大學	221101	哲學系	D 日	M 碩士	13	5	7	03 桃園市	1 一般
0008	國立中央大學	221101	哲學系	N 職	M 碩士	36	0	3	03 桃園市	1 一般
0008	國立中央大學	229916	亞際文化研究學位學程	D 日	M 碩士	12	0	0	03 桃園市	1 一般
0008	國立中央大學	310101	經濟學系	D 日	D 博士	8	0	2	03 桃園市	1 一般
0008	國立中央大學	310101	經濟學系	D 日	M 碩士	30	0	9	03 桃園市	1 一般
0008	國立中央大學	310101	經濟學系	D 日	B 學士	267	10	65	03 桃園市	1 一般
0008	國立中央大學	310104	產業經濟學系	D 日	D 博士	5	0	5	03 桃園市	1 一般
0008	國立中央大學	310104	產業經濟學系	D 日	M 碩士	62	7	25	03 桃園市	1 一般
0008	國立中央大學	310104	產業經濟學系	N 職	M 碩士	65	0	28	03 桃園市	1 一般
0008	國立中央大學	310510	認知(與)(神經)科學研究所	D 日	D 博士	11	0	1	03 桃園市	1 一般
0008	國立中央大學	310510	認知(與)(神經)科學研究所	D 日	M 碩士	21	10	5	03 桃園市	1 一般
0008	國立中央大學	311025	客家語文暨社會科學學系	D 日	D 博士	21	0	0	03 桃園市	1 一般
0008	國立中央大學	311025	客家語文暨社會科學學系	D 日	M 碩士	72	0	16	03 桃園市	1 一般
0008	國立中央大學	311025	客家語文暨社會科學學系	D 日	B 學士	75	13	0	03 桃園市	1 一般
0008	國立中央大學	311025	客家語文暨社會科學學系	N 職	M 碩士	68	0	20	03 桃園市	1 一般
0008	國立中央大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	32	6	12	03 桃園市	1 一般
0008	國立中央大學	340201	會計(與)(資訊)(科技)(系統)學系	N 職	M 碩士	26	0	0	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	D 日	D 博士	115	0	12	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	D 日	M 碩士	143	0	62	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	D 日	B 學士	436	20	109	03 桃園市	1 一般
0008	國立中央大學	340301	企業管理學系	N 職	M 碩士	67	0	26	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	D 日	D 博士	10	0	2	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	50	0	30	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	266	12	62	03 桃園市	1 一般
0008	國立中央大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	56	0	28	03 桃園市	1 一般
0008	國立中央大學	349906	工業管理(與經營資訊)學系	D 日	D 博士	15	0	2	03 桃園市	1 一般
0008	國立中央大學	349906	工業管理(與經營資訊)學系	D 日	M 碩士	72	7	31	03 桃園市	1 一般
0008	國立中央大學	349906	工業管理(與經營資訊)學系	N 職	M 碩士	67	0	30	03 桃園市	1 一般
0008	國立中央大學	349919	人力資源管理(與發展)學系	D 日	D 博士	8	0	2	03 桃園市	1 一般
0008	國立中央大學	349919	人力資源管理(與發展)學系	D 日	M 碩士	60	7	29	03 桃園市	1 一般
0008	國立中央大學	349919	人力資源管理(與發展)學系	N 職	M 碩士	60	0	26	03 桃園市	1 一般
0008	國立中央大學	349927	營建管理學系	D 日	D 博士	17	0	3	03 桃園市	1 一般
0008	國立中央大學	349927	營建管理學系	D 日	M 碩士	34	7	15	03 桃園市	1 一般
0008	國立中央大學	349927	營建管理學系	N 職	M 碩士	61	0	18	03 桃園市	1 一般
0008	國立中央大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	175	0	89	03 桃園市	1 一般
0008	國立中央大學	380103	法律與政府研究所	D 日	M 碩士	48	9	7	03 桃園市	1 一般
0008	國立中央大學	420103	生命科學系	D 日	D 博士	44	0	7	03 桃園市	1 一般
0008	國立中央大學	420103	生命科學系	D 日	M 碩士	62	0	23	03 桃園市	1 一般
0008	國立中央大學	420103	生命科學系	D 日	B 學士	174	14	39	03 桃園市	1 一般
0008	國立中央大學	999999	其他(包括行政助教)	D 日		0	4	0	03 桃園市	1 一般
0009	國立中山大學	140101	教育學系	D 日	D 博士	58	0	4	50 高雄市	1 一般
0009	國立中山大學	140101	教育學系	D 日	M 碩士	47	7	5	50 高雄市	1 一般
0009	國立中山大學	140101	教育學系	N 職	M 碩士	60	0	10	50 高雄市	1 一般
0009	國立中山大學	210401	音樂學系	D 日	M 碩士	47	0	14	50 高雄市	1 一般
0009	國立中山大學	210401	音樂學系	D 日	B 學士	162	12	30	50 高雄市	1 一般
0009	國立中山大學	210506	劇場藝術(創作)學系	D 日	M 碩士	43	0	17	50 高雄市	1 一般
0009	國立中山大學	210506	劇場藝術(創作)學系	D 日	B 學士	182	10	38	50 高雄市	1 一般
0009	國立中山大學	220201	(中)國(語)文學系	D 日	D 博士	31	0	2	50 高雄市	1 一般
0009	國立中山大學	220201	(中)國(語)文學系	D 日	M 碩士	57	0	6	50 高雄市	1 一般
0009	國立中山大學	220201	(中)國(語)文學系	D 日	B 學士	203	19	42	50 高雄市	1 一般
0009	國立中山大學	220201	(中)國(語)文學系	N 職	M 碩士	17	0	3	50 高雄市	1 一般
0009	國立中山大學	220301	外國語文學系	D 日	D 博士	9	0	2	50 高雄市	1 一般
0009	國立中山大學	220301	外國語文學系	D 日	M 碩士	70	0	13	50 高雄市	1 一般
0009	國立中山大學	220301	外國語文學系	D 日	B 學士	218	19	52	50 高雄市	1 一般
0009	國立中山大學	221101	哲學系	D 日	M 碩士	22	4	4	50 高雄市	1 一般
0009	國立中山大學	310101	經濟學系	D 日	M 碩士	55	7	30	50 高雄市	1 一般
0009	國立中山大學	310101	經濟學系	N 職	M 碩士	39	0	15	50 高雄市	1 一般
0009	國立中山大學	310109	政治經濟學系	D 日	B 學士	215	9	43	50 高雄市	1 一般
0009	國立中山大學	310201	政治學系	D 日	D 博士	21	0	1	50 高雄市	1 一般
0009	國立中山大學	310201	政治學系	D 日	M 碩士	56	7	19	50 高雄市	1 一般
0009	國立中山大學	310201	政治學系	N 職	M 碩士	34	0	7	50 高雄市	1 一般
0009	國立中山大學	310301	社會學系	D 日	M 碩士	36	0	8	50 高雄市	1 一般
0009	國立中山大學	310301	社會學系	D 日	B 學士	153	9	36	50 高雄市	1 一般
0009	國立中山大學	310729	中國與亞太區域研究所	D 日	D 博士	90	0	12	50 高雄市	1 一般
0009	國立中山大學	310729	中國與亞太區域研究所	D 日	M 碩士	80	8	17	50 高雄市	1 一般
0009	國立中山大學	310729	中國與亞太區域研究所	N 職	M 碩士	33	0	0	50 高雄市	1 一般
0009	國立中山大學	310808	公共事務(管理)學系	D 日	D 博士	25	0	5	50 高雄市	1 一般
0009	國立中山大學	310808	公共事務(管理)學系	D 日	M 碩士	33	8	13	50 高雄市	1 一般
0009	國立中山大學	310808	公共事務(管理)學系	N 職	M 碩士	60	0	10	50 高雄市	1 一般
0009	國立中山大學	310816	高階公共政策碩士	N 職	M 碩士	38	0	13	50 高雄市	1 一般
0009	國立中山大學	310911	亞太事務學位學程	D 日	M 碩士	17	1	4	50 高雄市	1 一般
0009	國立中山大學	340301	企業管理學系	D 日	D 博士	76	0	10	50 高雄市	1 一般
0009	國立中山大學	340301	企業管理學系	D 日	M 碩士	279	0	82	50 高雄市	1 一般
0009	國立中山大學	340301	企業管理學系	D 日	B 學士	375	26	87	50 高雄市	1 一般
0009	國立中山大學	420101	生物(科)學系	D 日	D 博士	28	0	9	50 高雄市	1 一般
0009	國立中山大學	420101	生物(科)學系	D 日	M 碩士	37	0	16	50 高雄市	1 一般
0009	國立中山大學	420101	生物(科)學系	D 日	B 學士	204	16	49	50 高雄市	1 一般
0009	國立中山大學	420101	生物(科)學系	N 職	M 碩士	32	0	15	50 高雄市	1 一般
0009	國立中山大學	420503	生物醫學(科學)學系	D 日	D 博士	37	0	3	50 高雄市	1 一般
0009	國立中山大學	420503	生物醫學(科學)學系	D 日	M 碩士	30	7	10	50 高雄市	1 一般
0009	國立中山大學	440101	化學系	D 日	D 博士	23	0	2	50 高雄市	1 一般
0009	國立中山大學	440101	化學系	D 日	M 碩士	83	0	49	50 高雄市	1 一般
0009	國立中山大學	440101	化學系	D 日	B 學士	215	22	48	50 高雄市	1 一般
0009	國立中山大學	440301	物理學系	D 日	D 博士	36	0	5	50 高雄市	1 一般
0009	國立中山大學	440301	物理學系	D 日	M 碩士	71	0	32	50 高雄市	1 一般
0009	國立中山大學	440301	物理學系	D 日	B 學士	211	21	49	50 高雄市	1 一般
0009	國立中山大學	440307	加速器光源及中子束應用學位學程	D 日	D 博士	5	0	0	50 高雄市	1 一般
0009	國立中山大學	440501	海洋生物(科技)(暨資源)(技術)系	D 日	D 博士	50	0	8	50 高雄市	1 一般
0009	國立中山大學	440501	海洋生物(科技)(暨資源)(技術)系	D 日	M 碩士	31	0	15	50 高雄市	1 一般
0009	國立中山大學	440501	海洋生物(科技)(暨資源)(技術)系	D 日	B 學士	169	14	34	50 高雄市	1 一般
0009	國立中山大學	440508	海洋(科學)學系	D 日	D 博士	11	0	2	50 高雄市	1 一般
0009	國立中山大學	440508	海洋(科學)學系	D 日	M 碩士	49	0	22	50 高雄市	1 一般
0009	國立中山大學	440508	海洋(科學)學系	D 日	B 學士	132	21	22	50 高雄市	1 一般
0009	國立中山大學	460102	應用數學系	D 日	D 博士	8	0	0	50 高雄市	1 一般
0009	國立中山大學	460102	應用數學系	D 日	M 碩士	53	0	17	50 高雄市	1 一般
0009	國立中山大學	460102	應用數學系	D 日	B 學士	203	18	52	50 高雄市	1 一般
0012	國立臺灣海洋大學	140101	教育學系	D 日	M 碩士	51	9	16	17 基隆市	1 一般
0012	國立臺灣海洋大學	140101	教育學系	N 職	M 碩士	62	0	16	17 基隆市	1 一般
0012	國立臺灣海洋大學	220312	應用英語學系	D 日	M 碩士	23	10	4	17 基隆市	1 一般
0012	國立臺灣海洋大學	229905	海洋文化研究所	D 日	M 碩士	19	6	4	17 基隆市	1 一般
0012	國立臺灣海洋大學	230151	海洋文創設計產業學位學程	D 日	B 學士	30	1	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	310102	應用經濟系	D 日	M 碩士	22	5	11	17 基隆市	1 一般
0012	國立臺灣海洋大學	349915	海洋資源管理學系	P 進	B 學士	0	0	1	17 基隆市	1 一般
0012	國立臺灣海洋大學	349932	海洋事務與資源管理研究所	D 日	M 碩士	26	5	4	17 基隆市	1 一般
0012	國立臺灣海洋大學	3499A1	海洋觀光管理學位學程	D 日	B 學士	109	1	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	380202	海洋法律研究所	D 日	D 博士	17	0	1	17 基隆市	1 一般
0012	國立臺灣海洋大學	380202	海洋法律研究所	D 日	M 碩士	49	7	6	17 基隆市	1 一般
0012	國立臺灣海洋大學	380202	海洋法律研究所	N 職	M 碩士	81	0	11	17 基隆市	1 一般
0012	國立臺灣海洋大學	380216	海洋法政學位學程	D 日	B 學士	61	1	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	420322	生命科學暨生物科技學系	D 日	D 博士	24	0	5	17 基隆市	1 一般
0012	國立臺灣海洋大學	420322	生命科學暨生物科技學系	D 日	M 碩士	53	0	20	17 基隆市	1 一般
0012	國立臺灣海洋大學	420322	生命科學暨生物科技學系	D 日	B 學士	198	16	35	17 基隆市	1 一般
0012	國立臺灣海洋大學	440202	應用地球科學研究所	D 日	D 博士	8	0	1	17 基隆市	1 一般
0012	國立臺灣海洋大學	440202	應用地球科學研究所	D 日	M 碩士	22	7	7	17 基隆市	1 一般
0012	國立臺灣海洋大學	520109	光電與材料科技學系	D 日	B 學士	55	0	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	520114	資訊工程學系	D 日	D 博士	8	0	3	17 基隆市	1 一般
0012	國立臺灣海洋大學	520114	資訊工程學系	D 日	M 碩士	109	0	46	17 基隆市	1 一般
0012	國立臺灣海洋大學	520114	資訊工程學系	D 日	B 學士	464	27	106	17 基隆市	1 一般
0012	國立臺灣海洋大學	520114	資訊工程學系	N 職	M 碩士	18	0	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	520125	通訊與導航工程學系	D 日	M 碩士	54	0	25	17 基隆市	1 一般
0012	國立臺灣海洋大學	520125	通訊與導航工程學系	D 日	B 學士	205	13	46	17 基隆市	1 一般
0012	國立臺灣海洋大學	520212	系統工程暨造船學系	D 日	D 博士	9	0	1	17 基隆市	1 一般
0012	國立臺灣海洋大學	520212	系統工程暨造船學系	D 日	M 碩士	59	0	30	17 基隆市	1 一般
0012	國立臺灣海洋大學	520212	系統工程暨造船學系	D 日	B 學士	234	17	63	17 基隆市	1 一般
0012	國立臺灣海洋大學	520214	輪機工程學系	D 日	D 博士	27	0	1	17 基隆市	1 一般
0012	國立臺灣海洋大學	520214	輪機工程學系	D 日	M 碩士	33	0	13	17 基隆市	1 一般
0012	國立臺灣海洋大學	520214	輪機工程學系	D 日	B 學士	435	15	107	17 基隆市	1 一般
0012	國立臺灣海洋大學	520214	輪機工程學系	N 職	M 碩士	32	0	6	17 基隆市	1 一般
0012	國立臺灣海洋大學	520226	(機械與)機電工程學系	D 日	D 博士	3	0	1	17 基隆市	1 一般
0012	國立臺灣海洋大學	520226	(機械與)機電工程學系	D 日	M 碩士	89	0	30	17 基隆市	1 一般
0012	國立臺灣海洋大學	520226	(機械與)機電工程學系	D 日	B 學士	423	25	97	17 基隆市	1 一般
0012	國立臺灣海洋大學	520501	材料工程學系	D 日	D 博士	7	0	2	17 基隆市	1 一般
0012	國立臺灣海洋大學	520501	材料工程學系	D 日	M 碩士	30	7	15	17 基隆市	1 一般
0012	國立臺灣海洋大學	521001	河海工程學系	D 日	D 博士	29	0	9	17 基隆市	1 一般
0012	國立臺灣海洋大學	521001	河海工程學系	D 日	M 碩士	83	0	44	17 基隆市	1 一般
0012	國立臺灣海洋大學	521001	河海工程學系	D 日	B 學士	355	27	94	17 基隆市	1 一般
0012	國立臺灣海洋大學	521001	河海工程學系	N 職	M 碩士	63	0	23	17 基隆市	1 一般
0012	國立臺灣海洋大學	529989	工程類第二專長學位學程	N 修	X 4+X	74	0	29	17 基隆市	1 一般
